Index,Height(Inches),Weight(Pounds),Weight(Kg),Height(Meters)
11058,65.48034,115.4925,52.37755102,1.663200636
11059,64.84197,106.4034,48.2555102,1.646986038
11060,67.77064,142.9326,64.82204082,1.721374256
11061,68.789,120.5641,54.67759637,1.7472406
11062,67.73549,122.7611,55.67396825,1.720481446
11063,67.28621,133.0996,60.36263039,1.709069734
11064,69.14033,131.7311,59.74199546,1.756164382
11065,63.68432,113.8885,51.65011338,1.617581728
11066,66.48606,123.3001,55.9184127,1.688745924
11067,66.82771,133.2493,60.43052154,1.697423834
11068,65.74972,106.1128,48.12371882,1.670042888
11069,70.15496,132.2557,59.9799093,1.781935984
11070,68.03163,124.7543,56.57791383,1.728003402
11071,68.73994,136.6091,61.95424036,1.745994476
11072,66.67274,105.848,48.00362812,1.693487596
11073,70.44164,143.7073,65.17337868,1.789217656
11074,65.21801,107.4109,48.7124263,1.656537454
11075,69.18892,110.2616,50.00526077,1.757398568
11076,65.7164,123.6866,56.09369615,1.66919656
11077,68.20774,124.8594,56.62557823,1.732476596
11078,65.6085,122.0489,55.35097506,1.6664559
11079,66.99553,105.2913,47.75115646,1.701686462
11080,70.96623,131.4938,59.63437642,1.802542242
11081,64.28708,99.82706,45.27304308,1.632891832
11082,63.60355,122.3891,55.50526077,1.61553017
11083,65.05165,118.8598,53.9046712,1.65231191
11084,67.83126,121.3917,55.05292517,1.722914004
11085,65.8442,122.9715,55.76938776,1.67244268
11086,68.81007,136.9345,62.10181406,1.747775778
11087,69.08438,127.0724,57.62920635,1.754743252
11088,67.94823,120.2966,54.55628118,1.725885042
11089,69.52463,129.9461,58.93247166,1.765925602
11090,67.97769,144.7071,65.62680272,1.726633326
11091,64.96741,109.2457,49.54453515,1.650172214
11092,65.55484,129.2687,58.62526077,1.665092936
11093,68.0052,117.0722,53.09396825,1.72733208
11094,68.62033,139.7228,63.36634921,1.742956382
11095,69.17078,131.3516,59.56988662,1.756937812
11096,68.50566,124.308,56.3755102,1.740043764
11097,67.40238,137.9187,62.54816327,1.712020452
11098,65.09312,135.5254,61.46276644,1.653365248
11099,68.9391,137.8963,62.53800454,1.75105314
11100,69.19971,138.739,62.92018141,1.757672634
11101,68.16393,131.1518,59.47927438,1.731363822
11102,69.91225,150.7507,68.3676644,1.77577115
11103,66.13776,112.7742,51.1447619,1.679899104
11104,65.84225,135.3841,61.39868481,1.67239315
11105,66.51608,132.3072,60.00326531,1.689508432
11106,65.39554,129.0537,58.5277551,1.661046716
11107,68.35417,135.2684,61.34621315,1.736195918
11108,65.85458,146.8202,66.58512472,1.672706332
11109,66.08547,126.153,57.2122449,1.678570938
11110,69.56261,130.0292,58.97015873,1.766890294
11111,68.54207,137.6653,62.43324263,1.740968578
11112,71.27061,124.2243,56.33755102,1.810273494
11113,66.03755,129.0106,58.50820862,1.67735377
11114,68.42545,124.8365,56.61519274,1.73800643
11115,69.56302,130.9521,59.38870748,1.766900708
11116,69.77139,143.4356,65.05015873,1.772193306
11117,70.26466,123.3935,55.96077098,1.784722364
11118,70.02833,133.9895,60.76621315,1.778719582
11119,69.23495,131.8937,59.81573696,1.75856773
11120,67.75034,118.8212,53.88716553,1.720858636
11121,65.59472,110.1066,49.93496599,1.666105888
11122,69.77645,149.6136,67.85197279,1.77232183
11123,69.46001,145.2864,65.88952381,1.764284254
11124,68.43554,135.4124,61.41151927,1.738262716
11125,67.05033,114.3176,51.84471655,1.703078382
11126,66.57575,127.931,58.0185941,1.69102405
11127,66.15214,128.4151,58.23814059,1.680264356
11128,69.05944,136.7033,61.99696145,1.754109776
11129,66.27918,138.907,62.99637188,1.683491172
11130,67.25881,135.2798,61.35138322,1.708373774
11131,67.83695,127.7505,57.93673469,1.72305853
11132,65.96984,130.823,59.33015873,1.675633936
11133,64.81822,116.6434,52.89950113,1.646382788
11134,68.43412,145.7155,66.08412698,1.738226648
11135,67.49384,113.4681,51.45945578,1.714343536
11136,69.01647,137.0928,62.17360544,1.753018338
11137,68.57292,117.2929,53.19405896,1.741752168
11138,67.87708,123.0777,55.81755102,1.724077832
11139,68.99385,131.2152,59.50802721,1.75244379
11140,66.69195,108.4437,49.18081633,1.69397553
11141,65.30731,118.1043,53.56204082,1.658805674
11142,67.63371,127.8296,57.97260771,1.717896234
11143,67.76547,127.0117,57.601678,1.721242938
11144,69.46199,124.0249,56.24712018,1.764334546
11145,69.137,123.3187,55.92684807,1.7560798
11146,70.76924,140.8299,63.86843537,1.797538696
11147,69.74567,113.057,51.27301587,1.771540018
11148,70.86609,144.0689,65.33736961,1.799998686
11149,67.96674,148.2726,67.24380952,1.726355196
11150,68.52434,120.6406,54.71229025,1.740518236
11151,70.47887,133.3292,60.46675737,1.790163298
11152,68.13987,133.8585,60.70680272,1.730752698
11153,67.62197,96.74634,43.87589116,1.717598038
11154,67.40406,134.0505,60.79387755,1.712063124
11155,70.70493,144.4624,65.51582766,1.795905222
11156,67.0114,119.1376,54.0306576,1.70208956
11157,70.72181,125.5266,56.92816327,1.796333974
11158,65.0906,113.8999,51.65528345,1.65330124
11159,71.66102,140.5407,63.73727891,1.820189908
11160,69.64489,119.1443,54.03369615,1.768980206
11161,66.06372,140.0926,63.53405896,1.678018488
11162,69.53887,133.4508,60.52190476,1.766287298
11163,66.72469,130.7197,59.28331066,1.694807126
11164,69.14268,161.3014,73.15256236,1.756224072
11165,68.47042,122.3227,55.47514739,1.739148668
11166,68.56545,125.885,57.09070295,1.74156243
11167,70.33392,140.3581,63.65446712,1.786481568
11168,64.83586,128.4784,58.26684807,1.646830844
11169,67.00076,133.8422,60.69941043,1.701819304
11170,67.61172,132.1716,59.94176871,1.717337688
11171,69.2627,122.9415,55.75578231,1.75927258
11172,68.05574,125.929,57.1106576,1.728615796
11173,67.01389,114.5908,51.96861678,1.702152806
11174,74.16797,142.7732,64.74975057,1.883866438
11175,67.46023,123.9729,56.22353741,1.713489842
11176,66.59883,140.0618,63.5200907,1.691610282
11177,65.20591,114.1975,51.79024943,1.656230114
11178,69.12252,143.4608,65.0615873,1.755712008
11179,69.04489,125.9477,57.11913832,1.753740206
11180,67.23588,134.934,61.19455782,1.707791352
11181,66.53866,124.4463,56.43823129,1.690081964
11182,69.2864,139.5923,63.30716553,1.75987456
11183,67.22009,133.8821,60.71750567,1.707390286
11184,68.40132,109.7327,49.76539683,1.737393528
11185,68.52054,130.0861,58.99596372,1.740421716
11186,66.77642,148.078,67.15555556,1.696121068
11187,70.20339,137.6673,62.43414966,1.783166106
11188,67.77726,138.0438,62.60489796,1.721542404
11189,65.15073,99.8475,45.28231293,1.654828542
11190,68.77137,129.1743,58.58244898,1.746792798
11191,70.98235,127.8665,57.9893424,1.80295169
11192,67.44011,138.8552,62.97287982,1.712978794
11193,67.5907,137.1565,62.20249433,1.71680378
11194,68.09234,122.353,55.48888889,1.729545436
11195,68.58477,119.8123,54.33664399,1.742053158
11196,63.92414,94.96925,43.06995465,1.623673156
11197,67.13792,126.5541,57.39414966,1.705303168
11198,67.96822,131.4434,59.61151927,1.726392788
11199,67.40732,117.0252,53.07265306,1.712145928
11200,70.08201,142.9877,64.84702948,1.780083054
11201,67.77124,119.2235,54.06961451,1.721389496
11202,69.15034,127.5277,57.83569161,1.756418636
11203,67.00199,137.932,62.55419501,1.701850546
11204,69.23248,132.5571,60.11659864,1.758504992
11205,67.98002,129.1731,58.58190476,1.726692508
11206,67.20279,102.0226,46.26875283,1.706950866
11207,68.98976,124.2182,56.33478458,1.752339904
11208,68.5983,126.5379,57.38680272,1.74239682
11209,66.25204,146.6106,66.49006803,1.682801816
11210,63.77589,127.3544,57.75709751,1.619907606
11211,67.96185,125.154,56.75918367,1.72623099
11212,66.16809,111.7997,50.70281179,1.680669486
11213,68.50417,131.5771,59.6721542,1.740005918
11214,67.70934,136.3176,61.82204082,1.719817236
11215,63.33119,112.6251,51.07714286,1.608612226
11216,70.0918,139.5179,63.27342404,1.78033172
11217,68.30094,134.7177,61.09646259,1.734843876
11218,66.46884,138.402,62.76734694,1.688308536
11219,68.88676,127.648,57.89024943,1.749723704
11220,69.38352,122.0678,55.35954649,1.762341408
11221,69.00483,137.6559,62.42897959,1.752722682
11222,70.05784,116.6165,52.88730159,1.779469136
11223,65.10116,123.1258,55.83936508,1.653569464
11224,71.15266,130.5181,59.19188209,1.807277564
11225,67.87661,108.9897,49.42843537,1.724065894
11226,66.02093,127.3182,57.74068027,1.676931622
11227,67.78396,114.3916,51.87827664,1.721712584
11228,69.83424,118.4764,53.73079365,1.773789696
11229,66.39018,108.4403,49.17927438,1.686310572
11230,67.72204,116.2668,52.72870748,1.720139816
11231,67.0671,110.0552,49.91165533,1.70350434
11232,70.70367,135.5553,61.47632653,1.795873218
11233,70.03981,138.4753,62.80058957,1.779011174
11234,68.47663,138.7668,62.93278912,1.739306402
11235,69.2047,140.5522,63.74249433,1.75779938
11236,65.23394,112.5476,51.04199546,1.656942076
11237,68.89622,144.4723,65.52031746,1.749963988
11238,71.20184,146.1089,66.26253968,1.808526736
11239,73.45384,142.0065,64.40204082,1.865727536
11240,64.68783,129.2138,58.60036281,1.643070882
11241,66.5181,97.54695,44.23897959,1.68955974
11242,66.56509,111.3128,50.48199546,1.690753286
11243,67.75376,105.9587,48.0538322,1.720945504
11244,62.91681,123.054,55.80680272,1.598086974
11245,65.18677,111.6079,50.61582766,1.655743958
11246,66.5578,116.3412,52.76244898,1.69056812
11247,71.6577,143.3796,65.0247619,1.82010558
11248,64.46785,118.9773,53.95795918,1.63748339
11249,66.28272,112.249,50.90657596,1.683581088
11250,68.42883,119.7445,54.30589569,1.738092282
11251,69.38397,123.9979,56.23487528,1.762352838
11252,65.31926,120.0737,54.45519274,1.659109204
11253,68.66193,123.2477,55.89464853,1.744013022
11254,65.97339,115.6794,52.46231293,1.675724106
11255,69.51667,129.7024,58.82195011,1.765723418
11256,68.22985,122.1816,55.41115646,1.73303819
11257,69.83,136.8307,62.05473923,1.773682
11258,63.61518,107.139,48.58911565,1.615825572
11259,67.99998,136.646,61.97097506,1.727199492
11260,66.89939,144.4917,65.52911565,1.699244506
11261,68.73884,133.8346,60.69596372,1.745966536
11262,69.17398,139.6385,63.32811791,1.757019092
11263,70.58871,131.6732,59.71573696,1.792953234
11264,67.8682,119.9805,54.41292517,1.72385228
11265,68.39892,134.7468,61.10965986,1.737332568
11266,67.88895,121.1382,54.93795918,1.72437933
11267,64.38742,116.0245,52.61882086,1.635440468
11268,66.96466,129.3706,58.67147392,1.700902364
11269,65.86538,128.5607,58.30417234,1.672980652
11270,65.82647,122.1977,55.41845805,1.671992338
11271,70.51289,138.8583,62.97428571,1.791027406
11272,70.42931,125.3635,56.85419501,1.788904474
11273,66.10171,118.9452,53.94340136,1.678983434
11274,65.46048,131.205,59.50340136,1.662696192
11275,70.91162,140.5079,63.72240363,1.801155148
11276,68.69449,127.6927,57.91052154,1.744840046
11277,71.75246,149.9238,67.99265306,1.822512484
11278,64.82819,143.4204,65.04326531,1.646636026
11279,66.6091,109.1462,49.49941043,1.69187114
11280,67.779,133.1513,60.3860771,1.7215866
11281,66.56978,128.282,58.17777778,1.690872412
11282,68.13511,115.708,52.47528345,1.730631794
11283,68.51757,119.3005,54.10453515,1.740346278
11284,68.07689,121.7782,55.22820862,1.729153006
11285,70.14804,133.7709,60.66707483,1.781760216
11286,70.35962,144.1309,65.36548753,1.787134348
11287,67.58689,118.6697,53.81845805,1.716707006
11288,65.03137,125.7451,57.02725624,1.651796798
11289,67.36342,127.2779,57.72240363,1.711030868
11290,65.76034,109.628,49.71791383,1.670312636
11291,67.10885,122.7538,55.6706576,1.70456479
11292,68.75557,143.1601,64.92521542,1.746391478
11293,70.97344,129.3743,58.67315193,1.802725376
11294,65.26892,127.3683,57.76340136,1.657830568
11295,65.66247,131.7569,59.75369615,1.667826738
11296,66.53827,113.4029,51.42988662,1.690072058
11297,66.90975,128.4934,58.27365079,1.69950765
11298,69.51623,131.5506,59.66013605,1.765712242
11299,66.61461,114.4853,51.92077098,1.692011094
11300,71.62343,119.7512,54.30893424,1.819235122
11301,70.05513,123.5191,56.01773243,1.779400302
11302,67.48898,125.501,56.91655329,1.714220092
11303,68.36694,104.503,47.39365079,1.736520276
11304,69.26121,129.5221,58.74018141,1.759234734
11305,67.87778,130.2365,59.06417234,1.724095612
11306,63.20626,116.3739,52.77727891,1.605439004
11307,69.67947,134.5489,61.0199093,1.769858538
11308,67.37164,124.1367,56.29782313,1.711239656
11309,67.66896,114.7549,52.04303855,1.718791584
11310,67.71607,111.9589,50.77501134,1.719988178
11311,67.58095,136.4722,61.8921542,1.71655613
11312,68.11599,117.5179,53.29609977,1.730146146
11313,68.93673,144.2782,65.43229025,1.750992942
11314,67.62937,120.1249,54.4784127,1.717785998
11315,65.94814,121.1693,54.95206349,1.675082756
11316,69.25978,134.5615,61.02562358,1.759198412
11317,65.95706,128.8891,58.45310658,1.675309324
11318,67.99681,130.7289,59.28748299,1.727118974
11319,67.76218,137.1791,62.21274376,1.721159372
11320,66.67503,122.4975,55.55442177,1.693545762
11321,66.98501,125.9014,57.09814059,1.701419254
11322,67.45441,131.5585,59.66371882,1.713342014
11323,66.42304,127.2729,57.72013605,1.687145216
11324,67.08303,128.7227,58.37764172,1.703908962
11325,66.55348,110.5548,50.13823129,1.690458392
11326,66.76286,139.0637,63.06743764,1.695776644
11327,68.62482,147.0216,66.67646259,1.743070428
11328,67.54028,126.4595,57.35124717,1.715523112
11329,68.83293,131.422,59.60181406,1.748356422
11330,67.36371,116.3804,52.78022676,1.711038234
11331,68.47048,133.9893,60.76612245,1.739150192
11332,67.35037,132.3045,60.00204082,1.710699398
11333,68.10823,125.0725,56.72222222,1.729949042
11334,68.51138,131.3701,59.57827664,1.740189052
11335,68.68777,114.4842,51.92027211,1.744669358
11336,66.79129,121.9002,55.28353741,1.696498766
11337,67.79664,115.3191,52.29891156,1.722034656
11338,68.8252,137.6658,62.43346939,1.74816008
11339,66.59959,127.6122,57.87401361,1.691629586
11340,65.16559,121.0852,54.9139229,1.655205986
11341,68.93245,127.1722,57.67446712,1.75088423
11342,69.16312,132.6592,60.16290249,1.756743248
11343,69.49148,121.6419,55.16639456,1.765083592
11344,66.46241,132.0125,59.86961451,1.688145214
11345,69.93643,141.8868,64.3477551,1.776385322
11346,68.58906,118.2895,53.64603175,1.742162124
11347,65.72053,127.1461,57.66263039,1.669301462
11348,67.94094,104.2896,47.29687075,1.725699876
11349,68.11806,131.5896,59.67782313,1.730198724
11350,69.43335,140.3956,63.67147392,1.76360709
11351,68.95852,130.0709,58.98907029,1.751546408
11352,68.00487,92.95851,42.15805442,1.727323698
11353,65.62079,100.0969,45.3954195,1.666768066
11354,69.52389,118.3399,53.66888889,1.765906806
11355,64.75006,108.3967,49.15950113,1.644651524
11356,70.17871,121.1313,54.93482993,1.782539234
11357,68.68662,148.4892,67.34204082,1.744640148
11358,65.90203,109.0414,49.45188209,1.673911562
11359,67.41875,122.7271,55.65854875,1.71243625
11360,68.51834,125.1308,56.74866213,1.740365836
11361,70.02573,158.5864,71.92126984,1.778653542
11362,68.74884,129.8334,58.88136054,1.746220536
11363,69.46722,120.5883,54.68857143,1.764467388
11364,67.36649,125.7361,57.0231746,1.711108846
11365,68.23045,140.7733,63.84276644,1.73305343
11366,67.9815,125.7448,57.02712018,1.7267301
11367,68.72434,123.4432,55.98331066,1.745598236
11368,71.81276,136.7116,62.00072562,1.824044104
11369,63.63521,101.8813,46.2046712,1.616334334
11370,67.11628,139.6614,63.3385034,1.704753512
11371,67.51086,114.2835,51.8292517,1.714775844
11372,69.88008,124.5219,56.47251701,1.774954032
11373,66.37702,105.9248,48.03845805,1.685976308
11374,67.77136,126.5531,57.39369615,1.721392544
11375,67.01918,131.7105,59.73265306,1.702287172
11376,66.55379,126.9896,57.59165533,1.690466266
11377,66.72728,111.0062,50.34294785,1.694872912
11378,69.10831,139.2123,63.13482993,1.755351074
11379,70.36453,128.2677,58.17129252,1.787259062
11380,66.25151,131.1318,59.47020408,1.682788354
11381,67.61697,107.4615,48.73537415,1.717471038
11382,67.69783,120.3788,54.59356009,1.719524882
11383,66.46549,117.7681,53.40956916,1.688223446
11384,67.59571,130.1581,59.02861678,1.716931034
11385,70.4309,134.4154,60.95936508,1.78894486
11386,65.11059,97.59535,44.26092971,1.653808986
11387,67.47219,135.7524,61.56571429,1.713793626
11388,66.65897,113.2162,51.34521542,1.693137838
11389,64.2838,126.9371,57.5678458,1.63280852
11390,68.47012,127.5937,57.86562358,1.739141048
11391,66.25226,117.278,53.18730159,1.682807404
11392,68.30287,137.5881,62.39823129,1.734892898
11393,70.01965,130.8984,59.36435374,1.77849911
11394,66.94063,132.4786,60.08099773,1.700292002
11395,65.36655,132.6127,60.14181406,1.66031037
11396,66.4126,114.6091,51.9769161,1.68688004
11397,68.26581,125.0861,56.72839002,1.733951574
11398,68.2852,118.9217,53.93274376,1.73444408
11399,67.42465,141.9674,64.38430839,1.71258611
11400,63.37186,115.6628,52.45478458,1.609645244
11401,69.72835,123.179,55.86349206,1.77110009
11402,66.38974,94.80076,42.99354195,1.686299396
11403,69.55925,131.0935,59.45283447,1.76680495
11404,69.54116,117.8275,53.43650794,1.766345464
11405,67.83505,121.0242,54.8862585,1.72301027
11406,68.22833,143.0423,64.87179138,1.732999582
11407,68.45736,132.6294,60.14938776,1.738816944
11408,67.01063,120.9344,54.84553288,1.702070002
11409,67.58458,147.5025,66.89455782,1.716648332
11410,67.11171,111.7266,50.66965986,1.704637434
11411,66.05492,120.0749,54.45573696,1.677794968
11412,65.65432,121.643,55.16689342,1.667619728
11413,67.09664,148.0281,67.13292517,1.704254656
11414,68.93253,109.7752,49.7846712,1.750886262
11415,67.50893,112.6096,51.07011338,1.714726822
11416,67.88135,142.5829,64.66344671,1.72418629
11417,70.51084,130.5145,59.19024943,1.790975336
11418,68.07978,140.6775,63.79931973,1.729226412
11419,69.61803,131.27,59.53287982,1.768297962
11420,65.53941,121.7807,55.2293424,1.664701014
11421,66.70491,134.6241,61.05401361,1.694304714
11422,68.82601,115.8979,52.5614059,1.748180654
11423,70.60592,135.8761,61.62181406,1.793390368
11424,67.08397,124.4171,56.42498866,1.703932838
11425,67.58198,138.0321,62.59959184,1.716582292
11426,67.32686,105.214,47.71609977,1.710102244
11427,67.85523,132.0323,59.8785941,1.723522842
11428,66.15898,146.9268,66.63346939,1.680438092
11429,67.95819,124.9584,56.67047619,1.726138026
11430,65.16544,129.9676,58.94222222,1.655202176
11431,69.54452,146.005,66.2154195,1.766430808
11432,66.35121,121.1278,54.93324263,1.685320734
11433,68.26571,136.2651,61.79823129,1.733949034
11434,70.29475,130.4589,59.16503401,1.78548665
11435,68.02599,142.3053,64.53755102,1.727860146
11436,65.53207,118.0806,53.55129252,1.664514578
11437,70.76347,150.6201,68.30843537,1.797392138
11438,65.3266,123.7902,56.14068027,1.65929564
11439,66.51846,130.4262,59.15020408,1.689568884
11440,66.29182,129.1751,58.58281179,1.683812228
11441,66.16228,125.6023,56.96249433,1.680521912
11442,67.97724,134.5728,61.0307483,1.726621896
11443,66.47067,105.241,47.72834467,1.688355018
11444,67.51785,136.9115,62.09138322,1.71495339
11445,69.16624,135.3094,61.36480726,1.756822496
11446,70.0874,131.5153,59.64412698,1.78021996
11447,68.02869,123.587,56.04852608,1.727928726
11448,67.82592,133.6891,60.62997732,1.722778368
11449,67.61981,104.6315,47.45192744,1.717543174
11450,65.9637,130.3269,59.10517007,1.67547798
11451,67.72006,103.2679,46.83351474,1.720089524
11452,67.48496,91.91782,41.68608617,1.714117984
11453,68.24513,128.9407,58.47650794,1.733426302
11454,67.35061,135.0216,61.23428571,1.710705494
11455,68.18075,135.0446,61.24471655,1.73179105
11456,70.672,124.9177,56.65201814,1.7950688
11457,66.81834,126.3595,57.30589569,1.697185836
11458,68.75229,126.7573,57.48630385,1.746308166
11459,67.35564,126.2663,57.26362812,1.710833256
11460,66.95961,129.0322,58.51800454,1.700774094
11461,67.73721,111.3459,50.4970068,1.720525134
11462,67.64532,140.2121,63.58825397,1.718191128
11463,65.21358,124.1369,56.29791383,1.656424932
11464,65.1571,131.4201,59.60095238,1.65499034
11465,67.40133,122.2223,55.42961451,1.711993782
11466,67.65074,137.8933,62.53664399,1.718328796
11467,63.8874,114.223,51.80181406,1.62273996
11468,66.85228,124.4828,56.45478458,1.698047912
11469,65.93881,125.8178,57.06022676,1.674845774
11470,65.07901,121.0964,54.91900227,1.653006854
11471,68.66259,138.6358,62.87337868,1.744029786
11472,66.63069,144.0267,65.31823129,1.692419526
11473,68.1916,121.9667,55.31369615,1.73206664
11474,64.72033,119.4164,54.15709751,1.643896382
11475,67.76005,129.9217,58.9214059,1.72110527
11476,67.78329,126.7556,57.48553288,1.721695566
11477,68.09923,126.4184,57.33260771,1.729720442
11478,69.21335,128.8556,58.43791383,1.75801909
11479,67.75819,137.4614,62.34077098,1.721058026
11480,70.39946,134.2599,60.88884354,1.788146284
11481,65.93766,127.9704,58.03646259,1.674816564
11482,66.11839,127.0232,57.60689342,1.679407106
11483,66.01019,115.0187,52.16267574,1.676658826
11484,71.63081,135.4107,61.4107483,1.819422574
11485,66.62993,144.5351,65.54879819,1.692400222
11486,68.48521,90.53995,41.06120181,1.739524334
11487,68.10699,129.2909,58.6353288,1.729917546
11488,70.27703,134.3019,60.90789116,1.785036562
11489,69.75105,126.0679,57.17365079,1.77167667
11490,68.98237,115.8649,52.54643991,1.752152198
11491,65.64452,125.3238,56.83619048,1.667370808
11492,68.91636,124.459,56.44399093,1.750475544
11493,66.61896,132.9899,60.31287982,1.692121584
11494,68.60604,125.6796,56.99755102,1.742593416
11495,67.30725,123.1893,55.86816327,1.70960415
11496,70.75095,135.5127,61.4570068,1.79707413
11497,67.58887,124.922,56.65396825,1.716757298
11498,64.50132,123.3747,55.9522449,1.638333528
11499,73.27528,142.7375,64.73356009,1.861192112
11500,68.25937,129.5475,58.75170068,1.733787998
11501,67.91946,118.9415,53.94172336,1.725154284
11502,67.31071,112.7087,51.11505669,1.709692034
11503,67.7966,137.8801,62.5306576,1.72203364
11504,71.29452,144.6277,65.59079365,1.810880808
11505,68.27275,115.1205,52.20884354,1.73412785
11506,66.86544,104.0809,47.20222222,1.698382176
11507,67.73325,106.3248,48.21986395,1.72042455
11508,70.2269,146.4763,66.429161,1.78376326
11509,69.62197,133.916,60.73287982,1.768398038
11510,67.48527,109.9157,49.84839002,1.714125858
11511,68.09415,131.2306,59.51501134,1.72959141
11512,66.09287,147.1966,66.75582766,1.678758898
11513,67.42801,128.0001,58.04993197,1.712671454
11514,69.08861,111.019,50.34875283,1.754850694
11515,65.70473,119.4562,54.17514739,1.668900142
11516,66.52344,134.9003,61.17927438,1.689695376
11517,68.67632,115.3375,52.30725624,1.744378528
11518,68.36099,131.3844,59.5847619,1.736369146
11519,66.34405,114.0256,51.71229025,1.68513887
11520,65.46233,101.7174,46.13034014,1.662743182
11521,65.38562,92.82921,42.09941497,1.660794748
11522,70.29342,131.0869,59.44984127,1.785452868
11523,66.81702,107.4364,48.72399093,1.697152308
11524,67.09018,126.1098,57.19265306,1.704090572
11525,69.10457,137.515,62.36507937,1.755256078
11526,68.6582,126.1272,57.20054422,1.74391828
11527,67.69463,129.6272,58.7878458,1.719443602
11528,69.41766,135.0258,61.23619048,1.763208564
11529,64.90194,123.585,56.04761905,1.648509276
11530,66.4883,136.8641,62.06988662,1.68880282
11531,71.09216,123.2561,55.89845805,1.805740864
11532,71.94657,134.3756,60.94131519,1.827442878
11533,68.15531,137.0752,62.16562358,1.731144874
11534,68.32479,124.3728,56.40489796,1.735449666
11535,70.93105,119.3693,54.13573696,1.80164867
11536,62.55787,105.7505,47.95941043,1.588969898
11537,68.72459,133.1973,60.40693878,1.745604586
11538,68.56969,123.2818,55.91011338,1.741670126
11539,70.70114,129.2904,58.63510204,1.795808956
11540,67.2195,134.9439,61.19904762,1.7073753
11541,69.42099,145.046,65.78049887,1.763293146
11542,65.2954,122.5997,55.60077098,1.65850316
11543,67.5127,127.4652,57.80734694,1.71482258
11544,68.61443,130.1691,59.03360544,1.742806522
11545,68.23227,129.3011,58.63995465,1.733099658
11546,69.06606,124.9616,56.67192744,1.754277924
11547,67.76769,132.9052,60.27446712,1.721299326
11548,67.19954,131.7003,59.72802721,1.706868316
11549,66.19999,111.3766,50.51092971,1.681479746
11550,67.15817,124.6763,56.54253968,1.705817518
11551,65.80976,119.5688,54.22621315,1.671567904
11552,68.72661,148.7831,67.4753288,1.745655894
11553,71.01527,115.5961,52.42453515,1.803787858
11554,70.3378,122.886,55.73061224,1.78658012
11555,66.60132,117.6958,53.37678005,1.691673528
11556,66.10835,118.365,53.68027211,1.67915209
11557,65.54454,125.6417,56.98036281,1.664831316
11558,67.08775,139.4027,63.22117914,1.70402885
11559,70.91229,151.9319,68.90335601,1.801172166
11560,70.05033,135.0001,61.22453515,1.779278382
11561,67.91474,130.4542,59.16290249,1.725034396
11562,70.44997,140.0553,63.51714286,1.789429238
11563,69.43277,112.1645,50.86825397,1.763592358
11564,70.69946,131.2794,59.53714286,1.795766284
11565,69.62487,120.4721,54.63587302,1.768471698
11566,70.95555,134.9733,61.21238095,1.80227097
11567,69.55239,154.2355,69.94807256,1.766630706
11568,66.67652,116.072,52.64036281,1.693583608
11569,68.94487,136.0275,61.69047619,1.751199698
11570,69.06771,126.5166,57.37714286,1.754319834
11571,68.68065,113.9339,51.67070295,1.74448851
11572,69.75765,118.3588,53.67746032,1.77184431
11573,65.74407,112.5993,51.06544218,1.669899378
11574,69.90579,118.7813,53.86907029,1.775607066
11575,67.49642,144.7324,65.63827664,1.714409068
11576,71.55734,146.4177,66.40258503,1.817556436
11577,68.87168,132.5791,60.12657596,1.749340672
11578,67.23421,117.092,53.10294785,1.707748934
11579,68.63376,119.0942,54.01097506,1.743297504
11580,68.65065,118.3285,53.66371882,1.74372651
11581,66.63756,135.3268,61.37269841,1.692594024
11582,67.87931,113.0279,51.25981859,1.724134474
11583,65.95049,144.2777,65.43206349,1.675142446
11584,69.46751,118.2912,53.64680272,1.764474754
11585,65.32821,107.3803,48.69854875,1.659336534
11586,66.76294,121.2519,54.98952381,1.695778676
11587,68.5428,117.004,53.06303855,1.74098712
11588,68.91044,142.8254,64.77342404,1.750325176
11589,68.84368,150.6553,68.32439909,1.748629472
11590,73.38937,136.7121,62.00095238,1.864089998
11591,66.86841,116.4109,52.79405896,1.698457614
11592,67.52516,107.2826,48.65424036,1.715139064
11593,68.13449,121.8903,55.27904762,1.730616046
11594,68.39998,129.8416,58.88507937,1.737359492
11595,68.75545,141.6232,64.22820862,1.74638843
11596,71.22681,118.0369,53.53147392,1.809160974
11597,69.02697,118.4175,53.70408163,1.753285038
11598,69.36506,149.4627,67.78353741,1.761872524
11599,71.48858,139.2446,63.14947846,1.815809932
11600,70.03975,139.38,63.21088435,1.77900965
11601,65.86983,115.7434,52.49133787,1.673093682
11602,64.18612,112.8632,51.18512472,1.630327448
11603,68.22537,119.4641,54.17873016,1.732924398
11604,67.57609,126.8161,57.51297052,1.716432686
11605,68.32838,125.0752,56.72344671,1.735540852
11606,69.7812,146.0231,66.22362812,1.77244248
11607,64.60544,98.10936,44.49404082,1.640978176
11608,69.35659,137.7401,62.46716553,1.761657386
11609,65.08819,129.1596,58.57578231,1.653240026
11610,67.25428,125.3354,56.84145125,1.708258712
11611,67.29744,111.402,50.52244898,1.709354976
11612,69.06367,128.8616,58.44063492,1.754217218
11613,70.66513,132.245,59.97505669,1.794894302
11614,66.34245,136.4106,61.86421769,1.68509823
11615,66.88466,133.7811,60.67170068,1.698870364
11616,69.83988,132.9299,60.28566893,1.773932952
11617,68.64288,108.615,49.2585034,1.743529152
11618,68.78708,142.8921,64.80367347,1.747191832
